Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,function_name,codeFunctions,originalComment,codeComment,human_conciseness,human_fluency,human_content_adequacy,BLEU_1,ROUGE_1_P,ROUGE_W_R,CodeT5_plus_CS,BERTScore_R,SentenceBERT_CS,InferSent_CS,SIDE_score,C_Coeff,SIDE_emb,model_content_adequacy,model_conciseness,model_fluency,LLM_JUDGE_score,LLM_JUDGE_reason,LLM_JUDGE_raw_output
381,381,381,382,__str__,"def __str__(self) -> str:
        
        plan_str = """"
        if self.task is not None:
            plan_str += f""Task: {self.task}\n""
        for i, step in enumerate(self.steps):
            plan_str += f""{i}. {step.agent_name}: {step.title}\n   {step.details}\n""
        return plan_str",Return the string representation of the plan.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,5.0,5.0,5.0,0.6,0.4166666666666667,0.7142857142857143,0.6404599547386169,0.5827609,0.7809757,0.6866857,-0.3296116590499878,0.3333333333333333,0.6487484672867436,5.0,5.0,5.0,1,The summary contains no meaningful description of the code.,"analysisWe need to evaluate the generated summary. The summary is ""<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>"" which is nonsense. It's not describing the code. So it's incorrect. Score 1. Reason: summary is nonsense.assistantfinal{""score"": 1, ""reason"": ""The summary contains no meaningful description of the code.""}"
382,382,382,383,get_current_date,"def get_current_date() -> dict:
    
    return {""current_date"": datetime.now().strftime(""%Y-%m-%d"")}",Get the current date in the format YYYY-MM-DD,<unk>,3.0,5.0,4.0,0.5230769230769231,0.3636363636363636,0.4,0.6927019357681274,0.16969714,0.44392312,0.77373743,-0.1367541551589965,0.0909090909090909,0.6924901652553814,5.0,5.0,5.0,1,The summary is just a placeholder and does not describe the code.,"analysisWe need to evaluate the generated summary. But the generated summary is ""<unk>"" meaning unknown? The user says ""Generated summary: <unk>"". So the summary is literally ""<unk>""? That is not a real summary. So we must judge it. It's obviously incorrect or unrelated. So score 1. Reason: summary is not a real description.assistantfinal{""score"": 1, ""reason"": ""The summary is just a placeholder and does not describe the code.""}"
383,383,383,384,fetch_presigned_datastore,"def fetch_presigned_datastore(presigned_url):
    
    try:
        # Clean up the presigned URL (sometimes the signature may need re-encoding)
        url_parts = urlsplit(presigned_url)
        query_params = parse_qs(url_parts.query)
        encoded_query = urlencode(query_params, doseq=True)
        cleaned_url = urlunsplit((url_parts.scheme, url_parts.netloc, url_parts.path, encoded_query, url_parts.fragment))

        resp = requests.get(cleaned_url, headers={""Host"": url_parts.netloc, ""User-Agent"": ""Mozilla/5.0""})
        resp.raise_for_status()
        return resp.json()
    except Exception as e:
        print(f""Error fetching datastore from {presigned_url}: {e}"")
        return {}",Fetch the JSON datastore from the presigned URL.,<s>Return a <UNK> object from the <UNK> API,4.0,5.0,5.0,0.6164383561643836,0.4166666666666667,0.625,0.6418895721435547,0.5623945,0.6398908,0.7061746,0.6827239394187927,0.4166666666666667,0.6078355416988374,5.0,5.0,5.0,1,The summary is generic and does not describe the actual behavior of the code.,"analysisWe need to evaluate the generated summary. The summary is: ""Return a <UNK> object from the <UNK> API"". That is obviously not accurate. The code fetches a presigned URL, cleans it, makes a GET request, returns JSON or empty dict. The summary is nonsense. So score 1. Provide JSON with score 1 and reason.assistantfinal{""score"": 1, ""reason"": ""The summary is generic and does not describe the actual behavior of the code.""}"
384,384,384,385,cleanup_memory,"def cleanup_memory(self, force: bool = False) -> None:
        
        # Run Python garbage collection
        gc.collect()
        
        # Empty CUDA cache if available
        if self.cuda_available:
            torch.cuda.empty_cache()
            
        # Log memory status after cleanup
        if force:
            info = self.get_memory_info()
            logger.info(
                f""Memory after cleanup: RAM: {info['ram_used_gb']:.2f}GB / {info['ram_total_gb']:.2f}GB, ""
                f""VRAM: {info.get('vram_used_gb', 0):.2f}GB / {info.get('vram_total_gb', 0):.2f}GB""
            )",Free up memory by garbage collection and emptying CUDA cache.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <,5.0,5.0,4.0,0.7428571428571429,0.3636363636363636,0.3,0.5790725350379944,0.45578375,0.56668717,0.7056979,-0.1742682605981826,0.4545454545454545,0.5228353966224123,4.0,4.0,4.0,1,The summary contains no meaningful content and does not describe the code.,"analysisWe need to evaluate the generated summary. The summary is nonsense: ""<s><UNK> <UNK> ..."" It's basically gibberish. So it's incorrect. Score 1. Reason: summary is unrelated.assistantfinal{""score"": 1, ""reason"": ""The summary contains no meaningful content and does not describe the code.""}"
385,385,385,386,add_prompt,"def add_prompt(
        self,
        prompt: Prompt,
    ) -> Prompt:
        

        # Check for duplicates
        existing = self._prompts.get(prompt.name)
        if existing:
            if self.warn_on_duplicate_prompts:
                logger.warning(f""Prompt already exists: {prompt.name}"")
            return existing

        self._prompts[prompt.name] = prompt
        return prompt",Add a prompt to the manager.,<s>Add a prompt prompt to the prompt prompt,5.0,5.0,3.0,0.4035087719298245,0.3333333333333333,0.5,0.5435367822647095,0.4475317,0.39872414,0.6600569,0.8751338124275208,0.4444444444444444,0.5860873368326345,5.0,5.0,4.0,1,Summary is incorrect and unrelated to the code.,"analysisWe need to evaluate the generated summary. The code defines a method add_prompt that takes a prompt, checks if a prompt with same name exists in self._prompts dict. If exists, optionally logs warning, returns existing. If not, adds to dict and returns prompt. The generated summary: ""<s>Add a prompt prompt to the prompt prompt"". That is nonsense. It's not accurate. So score 1. Provide reason: ""Summary is incorrect and unrelated.""assistantfinal{""score"": 1, ""reason"": ""Summary is incorrect and unrelated to the code.""}"
386,386,386,387,save_model_settings,"def save_model_settings(model, state):
    
    if model == 'None':
        yield (""Not saving the settings because no model is selected in the menu."")
        return

    user_config = shared.load_user_config()
    model_regex = model + '$'  # For exact matches
    if model_regex not in user_config:
        user_config[model_regex] = {}

    for k in ui.list_model_elements():
        if k == 'loader' or k in loaders.loaders_and_params[state['loader']]:
            user_config[model_regex][k] = state[k]

    shared.user_config = user_config

    output = yaml.dump(user_config, sort_keys=False)
    p = Path(f'{shared.args.model_dir}/config-user.yaml')
    with open(p, 'w') as f:
        f.write(output)

    yield (f""Settings for `{model}` saved to `{p}`."")",Save the settings for this model to models/config-user.yaml,<s>Save user settings for a model,4.0,5.0,5.0,0.7301587301587301,0.4166666666666667,0.3636363636363636,0.6340999603271484,0.3656456,0.8501743,0.76798695,0.4094219505786896,0.75,0.6028342854511437,4.0,5.0,5.0,1,Failed to parse model output.,"analysisWe need to evaluate the generated summary: ""Save user settings for a model"". The code: function save_model_settings(model, state). It checks if model == 'None', yields a message and returns. Then loads user config, ensures key exists, iterates over ui.list_model_elements() and if k == 'loader' or k in loaders.loaders_and_params[state['loader']], sets user_config[model_regex][k] = state[k]. Then writes yaml to config-user.yaml in model_dir. Yields message that settings saved.

The summary ""Save user settings for a model"" is very generic. It captures main"
387,387,387,388,default_usage,"def default_usage(self):
        
        return {
            ""completion_tokens"": 100,
            ""prompt_tokens"": 150,
            ""total_tokens"": 250,
        }",Returns a default usage object for testing.,<s>default default usage for the <UNK> <UNK> <UNK>,4.0,5.0,5.0,0.527027027027027,0.3333333333333333,0.4285714285714285,0.5623735785484314,0.4542203,0.5927584,0.7927093,-0.0419849008321762,0.25,0.5311945727809128,5.0,5.0,5.0,1,The summary is unrelated and contains no accurate description of the code.,"analysisWe need to evaluate the generated summary: ""<s>default default usage for the <UNK> <UNK> <UNK>"". The code defines a method default_usage returning a dict with completion_tokens, prompt_tokens, total_tokens. The summary is nonsense: ""default default usage for the <UNK> <UNK> <UNK>"" - it's not accurate. So score 1. Reason: summary is unrelated.assistantfinal{""score"": 1, ""reason"": ""The summary is unrelated and contains no accurate description of the code.""}"
388,388,388,389,generate_audio,"def generate_audio(self, text: str, voice: str, model: str, voice2: str = None) -> bytes:
        
        self.validate_parameters(text, voice, model)
        
        try:
            response = openai.audio.speech.create(
                model=model,
                voice=voice,
                input=text
            )
            return response.content
        except Exception as e:
            raise RuntimeError(f""Failed to generate audio: {str(e)}"") from e",Generate audio using OpenAI API.,<s>Generate a <UNK> file,5.0,5.0,5.0,0.4561403508771929,0.3333333333333333,0.6,0.5867081880569458,0.51946265,0.4895507,0.77851325,0.6897851228713989,0.6666666666666666,0.6615081219859217,4.0,5.0,5.0,1,Parsed score from non-JSON model output.,"analysisWe need to evaluate the generated summary. The summary is: ""<s>Generate a <UNK> file"". That is extremely vague. The code: function generate_audio that takes text, voice, model, optional voice2, validates parameters, calls openai.audio.speech.create, returns response.content, raises RuntimeError on exception. The summary says ""Generate a <UNK> file"". That is not accurate. It doesn't mention audio, text, voice, model, error handling. It's too generic. So score 1 or 2? It's basically incorrect or unrelated. So score 1. Reason: ""Summary is too"
389,389,389,390,get_target_module,"def get_target_module(obj: object) -> Optional[str]:
    
    if not hasattr(obj, ""__module__""):
        return None

    fqn = f""{obj.__module__}.{obj.__name__}""
    return _PDOC_MODULE_EXPORT_MAPPINGS.get(fqn)",Get the target module where an object should be documented.,<s>Returns the name of the module,2.9,2.8,4.5,0.6571428571428571,0.3333333333333333,0.4,0.6441521644592285,0.4164015,0.7083922,0.7513337,0.4370765686035156,0.1666666666666666,0.4580401519740924,3.0,4.0,4.0,1,Failed to parse model output.,"analysisWe need to evaluate the generated summary: ""<s>Returns the name of the module"". The code: function get_target_module(obj: object) -> Optional[str]: if not hasattr(obj, ""__module__""): return None; fqn = f""{obj.__module__}.{obj.__name__}""; return _PDOC_MODULE_EXPORT_MAPPINGS.get(fqn). So it returns the mapped module name from a mapping dictionary based on fully qualified name of the object. The summary says ""Returns the name of the module"". That's incomplete: it doesn't mention mapping, optional, or that it returns None if no __module__"
390,390,390,391,validate_graph_fields,"def validate_graph_fields(self) -> ""GraphPromptOverrides"":
        
        allowed_fields = {""entity_extraction"", ""entity_resolution""}
        for field in self.model_fields:
            if field not in allowed_fields and getattr(self, field, None) is not None:
                raise ValueError(f""Field '{field}' is not allowed in graph prompt overrides"")
        return self",Ensure only graph-related fields are present.,<s>Validate the input data,2.6,3.0,2.7,0.639344262295082,0.4,0.5714285714285714,0.605628252029419,0.36883122,0.6874396,0.58970046,0.6651477813720703,0.3,0.5440165771413585,5.0,5.0,4.0,2,Parsed score from non-JSON model output.,"analysisWe need to evaluate the generated summary: ""<s>Validate the input data"". The code is a method validate_graph_fields that checks that only allowed fields are set in self.model_fields; if any other field is set to non-None, raise ValueError. It returns self. The summary ""Validate the input data"" is very generic. It doesn't mention the specific behavior: allowed fields, raising error, etc. It's incomplete. According to rubric, it's missing main behavior. So score 2? Let's see: 1: incorrect or mostly unrelated. 2: mentions a small part but misses main behavior or includes major"
